task_id,candidate_id,majority_gate,gate_count,layout_score,text_score,local_graphics_score,total_score,issue_count,single_round_issue_count
task_0004,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-sol__low,False,1,30.0,34.0,28.13,92.13,4,2
task_0004,gpt-5.6-sol__max,False,1,30.0,37.75,30.0,97.75,1,0
task_0004,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-sol__xhigh,False,0,30.0,21.25,28.38,79.63,8,5
task_0004,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-terra__max,False,1,30.0,0.0,30.0,60.0,7,4
task_0004,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0004,kimi-k3__high,False,1,22.5,40.0,28.12,90.62,3,3
task_0004,qwen3.8-max__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,claude-opus-5__high,False,0,30.0,38.75,7.75,76.5,8,4
task_0008,claude-opus-5__low,False,0,11.5,40.0,14.5,66.0,12,10
task_0008,claude-opus-5__max,False,0,27.5,40.0,23.0,90.5,6,4
task_0008,claude-opus-5__medium,False,0,25.0,40.0,24.75,89.75,7,4
task_0008,claude-opus-5__xhigh,False,1,26.25,40.0,26.12,92.37,4,4
task_0008,claude-sonnet-5__high,False,0,13.75,38.75,20.0,72.5,9,4
task_0008,claude-sonnet-5__low,False,0,3.75,35.0,23.75,62.5,11,6
task_0008,claude-sonnet-5__medium,False,0,16.25,35.0,9.0,60.25,13,7
task_0008,claude-sonnet-5__xhigh,False,0,16.25,35.0,18.75,70.0,12,3
task_0008,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,gpt-5.6-luna__high,False,0,28.75,37.0,30.0,95.75,3,2
task_0008,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,gpt-5.6-luna__max,False,1,30.0,40.0,24.25,94.25,2,2
task_0008,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,gpt-5.6-luna__none,False,1,30.0,16.75,29.0,75.75,6,4
task_0008,gpt-5.6-luna__xhigh,False,1,28.75,40.0,27.5,96.25,3,3
task_0008,gpt-5.6-sol__high,False,1,28.75,40.0,28.75,97.5,2,2
task_0008,gpt-5.6-sol__low,False,0,30.0,38.75,28.75,97.5,2,1
task_0008,gpt-5.6-sol__max,False,0,30.0,40.0,30.0,100.0,0,0
task_0008,gpt-5.6-sol__medium,False,0,30.0,38.75,30.0,98.75,1,0
task_0008,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,gpt-5.6-sol__xhigh,False,1,28.75,40.0,28.75,97.5,3,3
task_0008,gpt-5.6-terra__high,False,0,28.75,40.0,28.75,97.5,3,2
task_0008,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0008,gpt-5.6-terra__max,False,0,28.75,40.0,27.5,96.25,3,0
task_0008,gpt-5.6-terra__medium,False,0,24.0,38.75,30.0,92.75,3,1
task_0008,gpt-5.6-terra__none,False,0,30.0,38.75,30.0,98.75,1,1
task_0008,gpt-5.6-terra__xhigh,False,0,30.0,40.0,30.0,100.0,1,1
task_0008,kimi-k3__high,False,0,30.0,40.0,30.0,100.0,0,0
task_0008,qwen3.8-max__xhigh,False,1,30.0,36.25,30.0,96.25,1,1
task_0010,claude-opus-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-opus-5__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-opus-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-opus-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-sonnet-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,claude-sonnet-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0010,kimi-k3__high,False,1,30.0,40.0,26.87,96.87,2,1
task_0010,qwen3.8-max__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-opus-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-opus-5__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-opus-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-opus-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-sonnet-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,claude-sonnet-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,kimi-k3__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0011,qwen3.8-max__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-opus-5__high,True,2,0.0,0.0,0.0,0.0,0,0
task_0013,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-opus-5__max,True,2,0.0,0.0,0.0,0.0,0,0
task_0013,claude-opus-5__medium,True,2,0.0,0.0,0.0,0.0,0,0
task_0013,claude-opus-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-sonnet-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,claude-sonnet-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-sol__low,False,1,30.0,22.75,26.25,79.0,6,2
task_0013,gpt-5.6-sol__max,False,1,30.0,35.25,26.5,91.75,5,4
task_0013,gpt-5.6-sol__medium,False,1,30.0,14.0,28.75,72.75,7,2
task_0013,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-sol__xhigh,False,0,30.0,37.0,27.5,94.5,3,1
task_0013,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-terra__max,False,1,30.0,21.25,28.12,79.37,4,2
task_0013,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0013,kimi-k3__high,True,2,0.0,0.0,0.0,0.0,0,0
task_0013,qwen3.8-max__xhigh,True,2,0.0,0.0,0.0,0.0,0,0
task_0015,claude-opus-5__high,False,0,26.25,28.75,25.75,80.75,7,2
task_0015,claude-opus-5__low,False,0,25.0,36.25,30.0,91.25,4,3
task_0015,claude-opus-5__max,False,0,27.75,31.25,22.75,81.75,7,4
task_0015,claude-opus-5__medium,False,0,27.5,21.5,25.75,74.75,9,4
task_0015,claude-opus-5__xhigh,False,0,25.0,32.5,19.0,76.5,9,4
task_0015,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,claude-sonnet-5__low,True,2,0.0,0.0,0.0,0.0,0,0
task_0015,claude-sonnet-5__medium,False,0,21.5,23.75,15.25,60.5,13,6
task_0015,claude-sonnet-5__xhigh,False,0,11.0,25.0,25.0,61.0,11,3
task_0015,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-luna__high,False,0,30.0,22.25,30.0,82.25,6,4
task_0015,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-luna__max,False,0,30.0,13.25,28.75,72.0,8,4
task_0015,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-luna__xhigh,False,0,30.0,13.25,27.0,70.25,7,2
task_0015,gpt-5.6-sol__high,False,0,30.0,35.0,30.0,95.0,2,1
task_0015,gpt-5.6-sol__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-sol__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-sol__none,False,1,27.75,20.75,28.75,77.25,8,4
task_0015,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-terra__low,False,0,30.0,32.0,28.75,90.75,4,3
task_0015,gpt-5.6-terra__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0015,kimi-k3__high,False,0,28.75,36.25,26.25,91.25,5,2
task_0015,qwen3.8-max__xhigh,False,0,30.0,17.75,30.0,77.75,6,3
task_0016,claude-opus-5__high,False,0,21.25,40.0,11.25,72.5,8,5
task_0016,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,claude-opus-5__max,False,0,19.0,35.0,17.5,71.5,11,6
task_0016,claude-opus-5__medium,False,1,13.25,35.0,25.0,73.25,9,7
task_0016,claude-opus-5__xhigh,False,0,12.5,40.0,21.25,73.75,8,3
task_0016,claude-sonnet-5__high,False,1,15.0,25.0,15.25,55.25,11,6
task_0016,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,claude-sonnet-5__medium,True,2,0.0,0.0,0.0,0.0,0,0
task_0016,claude-sonnet-5__xhigh,False,1,0.0,32.5,12.5,45.0,16,8
task_0016,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-luna__low,False,0,24.25,35.0,20.0,79.25,8,3
task_0016,gpt-5.6-luna__max,False,0,28.75,20.25,21.25,70.25,8,2
task_0016,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-sol__high,False,1,28.75,40.0,21.25,90.0,4,3
task_0016,gpt-5.6-sol__low,True,2,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-sol__max,False,0,28.0,38.75,25.0,91.75,5,3
task_0016,gpt-5.6-sol__medium,True,2,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-terra__high,False,0,29.25,38.75,13.75,81.75,7,4
task_0016,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-terra__max,False,0,30.0,39.0,17.5,86.5,5,2
task_0016,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0016,kimi-k3__high,False,0,30.0,40.0,20.75,90.75,5,3
task_0016,qwen3.8-max__xhigh,False,1,28.75,40.0,25.0,93.75,3,2
task_0017,claude-opus-5__high,False,1,30.0,34.0,16.25,80.25,11,5
task_0017,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-opus-5__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-opus-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-opus-5__xhigh,False,1,30.0,31.88,26.5,88.38,4,4
task_0017,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-sonnet-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,claude-sonnet-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0017,gpt-5.6-terra__xhigh,True,2,0.0,0.0,0.0,0.0,0,0
task_0017,kimi-k3__high,True,2,0.0,0.0,0.0,0.0,0,0
task_0017,qwen3.8-max__xhigh,False,1,30.0,21.25,28.75,80.0,6,5
task_0021,claude-opus-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-opus-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-opus-5__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-opus-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-opus-5__xhigh,False,1,25.5,40.0,27.0,92.5,4,4
task_0021,claude-sonnet-5__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-sonnet-5__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-sonnet-5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,claude-sonnet-5__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.5__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__max,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-luna__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-sol__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-sol__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-sol__max,False,0,30.0,34.0,30.0,94.0,2,1
task_0021,gpt-5.6-sol__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-sol__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-sol__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__high,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__low,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__max,True,2,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__medium,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__none,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,gpt-5.6-terra__xhigh,True,3,0.0,0.0,0.0,0.0,0,0
task_0021,kimi-k3__high,True,2,0.0,0.0,0.0,0.0,0,0
task_0021,qwen3.8-max__xhigh,False,1,30.0,37.0,25.62,92.62,4,2
task_0023,claude-opus-5__high,True,3,0.0,0.0,0.0,0.0,0,0
